관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편의시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
48125-00014,마산-자산공원,어린이공원,경상남도 창원시 마산합포구 자산동 산96-9번지 일원,경상남도 창원시 마산합포구 자산동 산96-9번지 일원,35.201271,128.560392,20915,게이터볼장 1면,조합놀이대 1개,"주차장 1개소, 화장실 1동, 음수대 1개",야외무대,"육각정자 1동, 파고라 1동, 운동기구 8개",1979-05-24,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00013,마산-어린이공원-5,어린이공원,경상남도 창원시 마산합포구 우산동 149번지,경상남도 창원시 마산합포구 우산동 149번지,35.15341,128.554695,1637,-,"조합놀이대 1개, 정안경 1개, 트리오만화경 1개, 흔들놀이 3개",-,-,파고라 3동,2007-01-04,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00012,마산-어린이공원-4,어린이공원,경상남도 창원시 마산합포구 현동 1586번지,경상남도 창원시 마산합포구 현동 1586번지,35.14004,128.560107,2680,-,"조합놀이대 1개, 스프링목마 1개, 쥬퍼즐 1개, 제오드미러 1개, 구름모래탁자 1개",-,-,"파고라 3동, 운동기구 5개",2007-01-04,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00011,마산-어린이공원-3,어린이공원,경상남도 창원시 마산합포구 현동 1277번지,경상남도 창원시 마산합포구 현동 1277번지,35.146177,128.550638,4845,-,"조합놀이대 1개, 정안경 1개, 트리오만화경 1개, 흔들놀이 3개",-,-,"팔각정자 1동, 파고라 1동, 운동기구 4개",2007-01-04,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00010,마산-어린이공원-1,어린이공원,경상남도 창원시 마산합포구 현동 220번지,경상남도 창원시 마산합포구 현동 220번지,35.143427,128.55803,2057,-,"조합놀이대 1개, 스프링목마 1개, 쥬퍼즐 1개, 제오드미러 1개, 구름모래탁자 1개",-,-,"파고라 2동, 운동기구 5개",2007-01-04,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00009,마산-근린공원-26(현동공원),근린공원,경상남도 창원시 마산합포구 현동 1288번지 일원,경상남도 창원시 마산합포구 현동 1288번지 일원,35.146073,128.548538,9598,-,-,-,-,"사각파고라 2동, 저류지, 운동기구 4개",2007-01-04,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00008,마산-근린공원-6(현동공원),근린공원,경상남도 창원시 마산합포구 현동 1294번지 일원,경상남도 창원시 마산합포구 현동 1294번지 일원,35.148049,128.55783,73780,배더민턴장 1면,-,"화장실 1동, 전망대 1개소, 급수시설 1개",환호유적지,"파고라 9동, 셀터 2동, 운동기구 12개, 저류지",2007-01-04,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00007,마산-만날공원,근린공원,경상남도 창원시 마산합포구 월영동 산175-8번지 일원,경상남도 창원시 마산합포구 월영동 산175-8번지 일원,35.184713,128.548632,103000,"족구장 1면, 정구장 3면",전통그네,"주차장 1개소, 화장실 1동, 음수대 2개","야외무대, 전통놀이마당, 시비","육각정자 2동, 사각정자 1동 파고라 1동, 운동기구 23개",1994-07-12,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48123-00010,월림공원,근린공원,경상남도 창원시 성산구 창곡동 산12,경상남도 창원시 성산구 창곡동 산12,35.207928,128.646931,246340,-,-,-,-,-,1985-11-27,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00009,토월공원,근린공원,경상남도 창원시 성산구 사파동 160-1,경상남도 창원시 성산구 사파동 160-1,35.230526,128.697166,591693,배드민턴장,-,-,-,-,2009-04-02,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00008,양곡공원,근린공원,경상남도 창원시 성산구 양곡동 1089,경상남도 창원시 성산구 양곡동 1089,35.182773,128.6432,640330,-,-,-,-,-,2009-04-02,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48125-00005,마산-진동공원,근린공원,경상남도 창원시 마산합포구 노산북8길 49-3,경상남도 창원시 마산합포구 진동면 진동리 56-1번지 일원,35.119768,128.49135,113530,농구장 1면,-,"주차장 1개소, 화장실 1동, 음수대 1개",-,"육각정자 1동, 사각파고라 5동, 운동기구 10개",1978-12-13,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00004,마산-추산공원,근린공원,경상남도 창원시 마산합포구 문신길 105,경상남도 창원시 마산합포구 추산동 54-36번지 일원,35.20567103,128.5689093,144050,"테니스장 3면, 배더민턴장",-,"주차장 3개소, 화장실 1동, 음수대 1개","마산박물관, 문신미술관, 회원현성지, 망루, 설치미술작품",플라워형 파고라 1동,1964-08-06,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00003,마산-노비산공원,근린공원,경상남도 창원시 마산합포구 노산북8길 49-1,경상남도 창원시 마산합포구 상남동 58-8번지 일원,35.2141073,128.5741319,11088,-,-,"주차장 1개소, 화장실 1동",마산문화관,"육각정자 1동, 사각파고라 2동, 운동기구 15개",2003-03-10,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00002,마산-구항공원-11호공원,근린공원,경상남도 창원시 마산합포구 수산2길 35,경상남도 창원시 마산합포구 신포동1가 68-1번지,35.197554,128.57191,11735,농구장 1면,-,"주차장 1개소, 화장실 1동, 음수대 1개","마산음악관, 공연무대","육각정자 1동, 사각파고라 1동, 운동기구 7개, 지압보도, 조각품",1994-07-12,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00001,마산-3호(산호공원),근린공원,경상남도 창원시 마산합포구 산호동 532-4번지 일원,경상남도 창원시 마산합포구 산호동 532-4번지 일원,35.213837,128.582603,136993,"족구장 1면, 배더민턴장 2면",-,"주차장 1개소, 화장실 2동, 음수대 2개","마산도서관, 시비, 충혼탑","육각정자 1동, 사각정자 2동 사각파고라 5동, 운동기구 34개",1964-08-06,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48123-00052,205호,어린이공원,경상남도 창원시 성산구 성주동 167,경상남도 창원시 성산구 성주동 167,35.194867,128.715097,2429,-,-,-,-,-,2008-06-12,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00051,200호,어린이공원,경상남도 창원시 성산구 성주동 177-1,경상남도 창원시 성산구 성주동 177-1,35.190471,128.723508,3297,-,-,-,-,-,2007-08-23,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00050,94호,어린이공원,경상남도 창원시 성산구 남양동 41-1,경상남도 창원시 성산구 남양동 41-1,35.205016,128.7042069,1382,-,"조합놀이대, 흔들놀이기구",-,-,-,2004-11-18,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00049,고산정,어린이공원,경상남도 창원시 성산구 사파동 33-21,경상남도 창원시 성산구 사파동 33-21,35.23028169,128.7011211,1253,-,"조합놀이대, 흔들놀이기구",-,-,-,2001-02-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00048,푸른,어린이공원,경상남도 창원시 성산구 신촌동 33-3,경상남도 창원시 성산구 신촌동 33-3,35.201191,128.6282663,779,-,-,-,-,-,2001-05-29,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00047,쉼터,어린이공원,경상남도 창원시 성산구 신촌동 34-4,경상남도 창원시 성산구 신촌동 34-4,35.201475,128.628244,781,-,-,-,-,-,2001-05-29,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00046,웅남,어린이공원,경상남도 창원시 성산구 신촌동 22-2,경상남도 창원시 성산구 신촌동 22-2,35.201375,128.628761,1787,-,-,-,-,-,2001-05-29,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00045,99호,어린이공원,경상남도 창원시 성산구 성주동 172,경상남도 창원시 성산구 성주동 172,35.192797,128.721507,1521,-,"조합놀이대, 흔들놀이기구",-,-,-,1999-06-25,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00044,성주,어린이공원,경상남도 창원시 성산구 성주동 161,경상남도 창원시 성산구 성주동 161,35.195624,128.716077,10690,-,"조합놀이대, 흔들놀이기구, 그네",-,-,바닥분수,1999-06-25,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00043,97호,어린이공원,경상남도 창원시 성산구 성주동 155-2,경상남도 창원시 성산구 성주동 155-2,35.19811189,128.7167548,3915,-,-,-,-,-,1999-06-25,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00042,75호,어린이공원,경상남도 창원시 성산구 성주동 111-2,경상남도 창원시 성산구 성주동 111-2,35.19988991,128.710901,2589,-,"조합놀이대, 흔들놀이기구, 미끄럼틀",-,-,-,1999-06-25,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00041,샛별,어린이공원,경상남도 창원시 성산구 가음동 42-2,경상남도 창원시 성산구 가음동 42-2,35.20519331,128.702331,333,-,"조합놀이대, 흔들놀이기구, 시소, 그네",-,-,-,1994-04-01,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00040,온누리,어린이공원,경상남도 창원시 성산구 가음동 35-3,경상남도 창원시 성산구 가음동 35-3,35.206562,128.7021441,807,-,"조합놀이대, 흔들놀이기구, 시소, 그네, 회전놀이기구",-,-,-,1994-04-01,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00039,꿈꾸러기,어린이공원,경상남도 창원시 성산구 상남동 48,경상남도 창원시 성산구 상남동 48,35.214631,128.6883895,436,-,"조합놀이대, 흔들놀이기구, 공중놀이기구",-,-,-,1994-04-01,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00038,청명,어린이공원,경상남도 창원시 성산구 상남동 85-4,경상남도 창원시 성산구 상남동 85-4,35.218122,128.685631,1659,-,-,-,-,-,1994-04-01,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00037,안민,어린이공원,경상남도 창원시 성산구 안민동 194,경상남도 창원시 성산구 안민동 194,35.187044,128.6888982,1580,-,"조합놀이대, 흔들놀이기구",-,-,-,1996-04-20,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00036,푸르미,어린이공원,경상남도 창원시 성산구 상남동 42-1,경상남도 창원시 성산구 상남동 42-1,35.220208,128.685892,4666,-,"조합놀이대, 흔들놀이기구, 그네",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48121-00071,거님길,어린이공원,경상남도 창원시 의창구 명서동 111-3,경상남도 창원시 의창구 명서동 111-3,35.24252577,128.6415968,2732,-,-,-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00070,위브,어린이공원,경상남도 창원시 의창구 명서동 25,경상남도 창원시 의창구 명서동 25,35.253097,128.641928,1507,-,-,-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00069,빛고운,어린이공원,경상남도 창원시 의창구 봉림동 455-2 일원,경상남도 창원시 의창구 봉림동 455-2 일원,35.251605,128.670706,1869,-,-,-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00068,꽃향기,어린이공원,경상남도 창원시 의창구 봉림동 475 일원 (531),경상남도 창원시 의창구 봉림동 475 일원 (531),35.254371,128.668728,2677,-,"조합놀이대1, 흔들기구3",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48123-00033,구지,어린이공원,경상남도 창원시 성산구 사파동 72-1,경상남도 창원시 성산구 사파동 72-1,35.221766,128.702304,2936,-,"조합놀이대, 흔들놀이기구, 시소, 그네, 건너는기구",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00032,고산마을,어린이공원,경상남도 창원시 성산구 사파동 44-5,경상남도 창원시 성산구 사파동 44-5,35.228463,128.701862,1417,-,"조합놀이대, 그네, 건너는기구",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00031,대암,어린이공원,경상남도 창원시 성산구 대방동 370-3,경상남도 창원시 성산구 대방동 370-3,35.20650394,128.7110406,2092,-,"조합놀이대, 흔들놀이기구, 그네",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00030,여우비,어린이공원,경상남도 창원시 성산구 중앙동 20-2,경상남도 창원시 성산구 중앙동 20-2,35.227363,128.675114,5403,-,"조합놀이대, 흔들놀이기구, 회전놀이기구, 그네",-,-,바닥분수,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00029,비둘기,어린이공원,경상남도 창원시 성산구 외동반림로 54번길 13-14,경상남도 창원시 성산구 중앙동 34-1,35.22436456,128.6744985,2882,-,"조합놀이대, 흔들놀이기구, 회전놀이기구",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00028,황새,어린이공원,경상남도 창원시 성산구 중앙동 37-4,경상남도 창원시 성산구 중앙동 37-4,35.224844,128.673337,1247,-,-,-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00027,먼등,어린이공원,경상남도 창원시 성산구 대방동 333-3,경상남도 창원시 성산구 대방동 333-3,35.215727,128.705873,508,-,"조합놀이대, 흔들놀이기구, 그네",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00026,금강,어린이공원,경상남도 창원시 성산구 반지동 64-1,경상남도 창원시 성산구 반지동 64-1,35.23882765,128.6640642,2231,-,"조합놀이대, 시소, 그네",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00025,31호,어린이공원,경상남도 창원시 성산구 반지동 53-3,경상남도 창원시 성산구 반지동 53-3,35.24104267,128.6648406,1648,-,"조합놀이대, 흔들놀이기구, 시소, 그네",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
